Day,Date,Country,Violation_Nature,Attackers,Victim_Occupation,Gender,Total_Victims,Article,Violation_ID,Country_Latitude,Country_Longitude,RSF_Index,RSF_Score,WB_VA,WB_PS,WB_GovE,WB_RQ,WB_RoL,WB_CoC
Thursday,2022-04-04,Palestine,Physical assault/Injuries ,Unknown ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-04-2022/9992,1720,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-04-04,Palestine,Summons ,Palestinian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2022/9968,1721,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2022-04-04,Palestine,Detention ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2022/9982,1722,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-04-04,Lebanon,Job Obstruction ,Party Supporters ,Unspecified,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-04-2022/9966,1723,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-04-04,Lebanon,Job Obstruction ,Party Supporters ,Unspecified,Female,1.0,https://www.skeyesmedia.org/en/News/News/12-04-2022/9966,1723,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-04-04,Jordan,Summons ,Jordanian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-08-2022/10227,1724,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Sunday,2022-04-04,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/04-04-2022/9950,1725,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-04-04,Lebanon,Job Obstruction ,Private Institution ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2022/9951,1726,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-04-04,Lebanon,Job Obstruction ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2022/9951,1726,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-04-04,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-04-2022/9950,1725,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-04-04,Palestine,Deleted Scenes ,Other,Media/Cultural Institution,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-04-2022/9956,1728,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/01-04-2022/9957,1729,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/01-04-2022/9957,1729,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-04-04,Lebanon,Travel/Entry Ban ,Lebanese Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/11-04-2022/9959,1730,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-05-05,Palestine,Detention ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-05-2022/10043,1731,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/20-05-2022/10049,1732,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/20-05-2022/10049,1732,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-05-2022/10049,1732,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-05-05,Palestine,Other,Palestinian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-05-2022/10048,1733,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Summons ,Hamas ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-05-2022/10047,1734,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-05-05,Palestine,Threat ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10042,1736,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2022/10044,1735,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-06-2022/10133,1737,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-05-05,Syria,Arrest ,Opposition Forces ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-05-2022/10070,1738,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2022-05-05,Syria,Arrest ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-05-2022/10095,1739,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10074,1740,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-05-05,Palestine,Threat ,Settlers ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10042,1736,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-05-2022/10073,1742,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-05-2022/10071,1743,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10094,1744,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10094,1744,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2022-05-05,Lebanon,Physical assault/Injuries ,Lebanese Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-05-2022/10050,1745,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-05-05,Lebanon,Physical assault/Injuries ,Lebanese Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/27-05-2022/10050,1745,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/20-05-2022/10049,1732,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-05-2022/10091,1741,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-05-2022/10041,1746,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2022-05-05,Lebanon,Lawsuit ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-05-2022/10024,1747,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-05-2022/10040,1748,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-05-05,Syria,Page/Website Shutdown ,Public Institution ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/20-05-2021/9384,1749,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2022-05-05,Lebanon,Damage to Equipment ,Public Official ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-05-2022/9998,1750,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-05-05,Syria,Physical assault/Injuries ,Syrian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-05-2022/10007,1751,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2022-05-05,Lebanon,Summons ,Lebanese Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/10-05-2022/10013,1753,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-05-05,Lebanon,Job Obstruction ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-05-2022/10015,1754,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-05-2022/10041,1746,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-05-2022/10025,1755,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2022-05-05,Lebanon,Lawsuit ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10028,1756,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2022-05-05,Lebanon,Lawsuit ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10028,1756,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/14-05-2022/10029,1757,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2022-05-05,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-05-2022/10016,1758,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Lebanon,Job Obstruction ,Lebanese Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10030,1759,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-05-05,Lebanon,Physical assault/Injuries ,Party Supporters ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10031,1760,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-05-05,Lebanon,Physical assault/Injuries ,Citizens ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10032,1761,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-05-05,Lebanon,Damage to Equipment ,Citizens ,Broadcasting/ Journalist's Car,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10032,1761,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-05-05,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-05-2022/10040,1748,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-05-05,Jordan,Page/Website Shutdown ,Public Institution ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2022/10034,1762,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Monday,2022-05-05,Lebanon,Job Obstruction ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2022/10035,1763,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-05-05,Lebanon,Job Obstruction ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2022/10035,1763,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-05-05,Lebanon,Job Obstruction ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2022/10035,1763,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-05-05,Lebanon,Defamation and Hate Speech ,Party Supporters ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/18-05-2022/10038,1764,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-05-05,Lebanon,Job Obstruction ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-05-2022/10030,1759,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2022-06-06,Palestine,Page/Website Shutdown ,Social Media Company ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-06-2022/10123,1765,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-06-06,Lebanon,Defamation and Hate Speech ,Citizens ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-06-2022/10120,1766,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2022-06-06,Lebanon,Threat ,Citizens ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-06-2022/10116,1767,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2022-06-06,Lebanon,Threat ,Citizens ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/25-06-2022/10115,1768,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-06-06,Lebanon,Summons ,Lebanese Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/21-06-2022/10108,1769,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-06-06,Jordan,Ban on Publication/Distribution/Broadcast ,Jordanian Judiciary ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/24-06-2022/10113,1770,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Thursday,2022-06-06,Jordan,Prison Sentence ,Jordanian Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/10-06-2022/10112,1771,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Monday,2022-06-06,Lebanon,Summons ,Lebanese Security Services ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-06-2022/10109,1772,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-06-06,Palestine,Summons ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-06-2022/10124,1773,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-06-06,Lebanon,Fine ,Lebanese Judiciary ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/24-06-2022/10114,1774,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-06-06,Palestine,Threat ,Unknown ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/14-06-2022/10125,1775,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-06-06,Palestine,Building Break-In/Attack Against Building ,Citizens ,Media/Cultural Institution,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-06-2022/10137,1776,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-06-06,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-06-2022/10132,1777,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-06-06,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/07-06-2022/10134,1778,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-06-06,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-06-2022/10134,1778,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-06-06,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-06-2022/10134,1778,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-06-06,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-06-2022/10134,1778,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-06-06,Syria,Physical assault/Injuries ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-06-2022/10135,1779,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Wednesday,2022-06-06,Syria,Physical assault/Injuries ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-06-2022/10135,1779,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Wednesday,2022-06-06,Syria,Physical assault/Injuries ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-06-2022/10135,1779,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-06-06,Syria,Summons ,Syrian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-06-2022/10136,1780,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-06-06,Lebanon,Page/Website Shutdown ,Social Media Company ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/21-06-2022/10107,1781,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-06-06,Syria,Banned Movies/Plays/Songs ,Public Official ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-06-2022/10139,1782,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2022-06-06,Palestine,Arrest ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-06-2022/10131,1783,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
