Day,Date,Country,Violation_Nature,Attackers,Victim_Occupation,Gender,Total_Victims,Article,Violation_ID,Country_Latitude,Country_Longitude,RSF_Index,RSF_Score,WB_VA,WB_PS,WB_GovE,WB_RQ,WB_RoL,WB_CoC
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2022-01-01,Jordan,Arbitrary Dismissal ,Citizens ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/15-01-2022/9784,1641,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-02-2022/9889,1652,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9888,1653,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9888,1653,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9888,1653,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9888,1653,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9888,1653,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9886,1655,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Wednesday,2022-02-02,Palestine,Ban on Publication/Distribution/Broadcast ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/17-02-2022/9891,1656,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Sunday,2022-02-02,Lebanon,Threat ,Party Supporters ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-02-2022/9887,1657,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Settlers ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-02-2022/9893,1658,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2022/9905,1659,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-02-02,Palestine,Summons ,Palestinian Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-02-2022/9895,1660,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2022-02-02,Syria,Killing ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-02-2022/9912,1661,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Wednesday,2022-02-02,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9882,1654,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Monday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-02-2022/9910,1662,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-02-2022/9909,1663,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-02-2022/9909,1663,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-02-2022/9909,1663,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-02-2022/9894,1664,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2022-02-02,Syria,Arrest ,Armed Militias ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9906,1665,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2022/9905,1659,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2022/9905,1659,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2022/9905,1659,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2022/9905,1659,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Syria,Arrest ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-02-2022/9897,1666,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2022-02-02,Syria,Arrest ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-02-2022/9897,1666,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2022-02-02,Syria,Arrest ,Armed Militias ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-02-2022/9906,1665,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2022-02-02,Palestine,Banned Movies/Plays/Songs ,Palestinian Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/05-02-2022/9880,1667,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-02-2022/9909,1663,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-02-02,Palestine,Lawsuit ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-02-2022/9878,1668,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-02-02,Lebanon,Summons ,Lebanese Security Services ,Activist,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-07-2018/7320,1669,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-02-02,Lebanon,Physical assault/Injuries ,Citizens ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-07-2020/8714,1670,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2022-02-02,Syria,Abduction ,Unknown Party ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-02-2023/10541,1671,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-02-02,Palestine,Summons ,Palestinian Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-02-2022/9879,1672,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-02-02,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-02-2022/9834,1673,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-02-02,Lebanon,Threat ,Unknown Party ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/16-11-2019/8139,1674,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-02-02,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-02-2022/9859,1675,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-02-02,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-02-2022/9859,1675,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-02-02,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/08-02-2022/9859,1675,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-02-02,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-02-2022/9859,1675,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2022-02-02,Syria,Ban on Publication/Distribution/Broadcast ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/07-02-2022/9860,1676,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/06-02-2022/9863,1677,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2022-02-02,Syria,Building Break-In/Attack Against Building ,Syrian Security Services ,Journalists' Home,Male,1.0,https://www.skeyesmedia.org/en/News/News/09-02-2022/9868,1678,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2022-02-02,Syria,Building Break-In/Attack Against Building ,Syrian Security Services ,Journalists' Home,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-02-2022/9871,1679,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-02-2022/9877,1680,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-02-2022/9877,1680,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-02-2022/9877,1680,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-02-02,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-02-2022/9877,1680,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-02-02,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/08-02-2022/9859,1675,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-03-03,Palestine,Lawsuit ,Citizens ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2022/9926,1681,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-03-03,Lebanon,Job Obstruction ,Public Official ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/15-03-2022/9928,1682,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2022-03-03,Palestine,Lawsuit ,Citizens ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2022/9926,1681,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-03-03,Palestine,Lawsuit ,Citizens ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2022/9926,1681,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-03-03,Palestine,Lawsuit ,Citizens ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2022/9926,1681,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-03-03,Palestine,Lawsuit ,Citizens ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2022/9926,1681,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-03-03,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-03-2022/9935,1683,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-03-03,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-03-2022/9948,1684,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-03-03,Lebanon,Lawsuit ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-03-2022/9938,1685,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2022-03-03,Lebanon,Lawsuit ,Lebanese Judiciary ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-03-2022/9938,1685,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-03-03,Jordan,Detention ,Jordanian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-03-2022/9939,1686,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2022-03-03,Palestine,Summons ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-03-2022/9940,1687,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-03-03,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-03-2022/9941,1688,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-03-03,Palestine,Job Obstruction ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-03-2022/9925,1689,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2022-03-03,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/09-04-2022/9955,1690,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-03-03,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/09-04-2022/9955,1690,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-03-03,Palestine,Building Break-In/Attack Against Building ,Settlers ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-03-2022/9958,1691,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-03-03,Palestine,Arrest ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/22-03-2022/9936,1692,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-03-03,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-03-2022/9922,1693,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-03-03,Syria,Summons ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-03-2022/9952,1694,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2022-03-03,Jordan,Detention ,Jordanian Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/07-03-2022/9917,1695,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Friday,2022-03-03,Lebanon,Arrest ,Lebanese Security Services ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-03-2022/9915,1697,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2022-03-03,Lebanon,Banned Movies/Plays/Songs ,Citizens ,Media/Cultural Institution,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-03-2022/9911,1698,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2022-03-03,Jordan,Detention ,Jordanian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/09-03-2022/9918,1699,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Wednesday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-04-2022/9988,1700,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-04-2022/9988,1700,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Page/Website Shutdown ,Social Media Company ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/16-04-2022/9983,1701,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-04-2022/9980,1702,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-04-04,Palestine,Detention ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2022/9978,1703,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-04-2022/9988,1700,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-04-04,Palestine,Deleted Scenes ,Other,Media/Cultural Institution,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2022/9977,1704,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-04-04,Palestine,Job Obstruction ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-04-2022/9975,1705,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2022-04-04,Palestine,Summons ,Palestinian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-04-2022/9974,1706,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/17-04-2022/9980,1702,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2022-04-04,Lebanon,Detention ,Lebanese Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/27-04-2022/9989,1707,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-04-04,Lebanon,Targeting Journalists' Families ,Party Supporters ,Journalists' Family,Female,1.0,https://www.skeyesmedia.org/en/News/News/28-04-2022/9994,1708,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-04-04,Lebanon,Prison Sentence ,Lebanese Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/28-04-2022/9993,1709,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2022-04-04,Lebanon,Defamation and Hate Speech ,Citizens ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/15-04-2022/9970,1710,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2022-04-04,Palestine,Threat ,Unknown ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/19-04-2022/9995,1711,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-04-04,Lebanon,Ban on Publication/Distribution/Broadcast ,Public Institution ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/29-04-2022/9996,1712,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2022-04-04,Palestine,"Detention 
Physical assault/Injuries ",Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-04-2022/9999,1713,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2022-04-04,Palestine,Arrest ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-04-2022/10000,1714,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2022-04-04,Syria,Ban on Publication/Distribution/Broadcast ,Public Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-04-2022/10008,1715,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2022-04-04,Syria,Physical assault/Injuries ,Syrian Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2022/10010,1716,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2022-04-04,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-04-2022/10017,1717,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-04-04,Palestine,Detention ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-04-2022/10019,1718,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2022-04-04,Palestine,Detention ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-04-2022/10019,1718,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2022-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/15-04-2022/10022,1719,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
